ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment
marw1260-icalledhimtwentyfivetimes,marw1260,mhu bɪnɛ pəčɪ:s bɑ:r helo,,,I called him twenty five times.,,,
panj1256-icalledhimtwentyfivetimes,panj1256,mɛ̃ usnu pəččɪ ʋɑrɪ bulɑjɑ,,,I called him twenty five times.,,,
adiv1239-icalledhimtwentyfivetimes,adiv1239,mu t̪ɑku pənčəʋɪnsə t̪ʰəre pɑɪ ɖɑkilɪ,,,I called him twenty five times.,,,
kash1277-icalledhimtwentyfivetimes,kash1277,mje kor t̪emɪs pəntʃəhlɑɪʈje əllɑu,,,I called him twenty five times.,,,
mara1378-icalledhimtwentyfivetimes,mara1378,mɪ t̪jɑlɑ pənčʋɪs ʋəɖəs buləʊle,,,I called him twenty five times.,,,
guja1252-icalledhimtwentyfivetimes,guja1252,mɛ t̪ɛne pəččɪsʋɪ ʋɑr boɭɑʋjo,,,I called him twenty five times.,,,
sind1272-icalledhimtwentyfivetimes,sind1272,ɑu unkʰɑ pənǰʋɪ d̪əfɑ səɖɖ kəjo,,,I called him twenty five times.,,,
paha1251-icalledhimtwentyfivetimes,paha1251,me ussi pənǰi ʋɑri bulɑjɑ,,,I called him twenty five times.,,,
sada1242-icalledhimtwentyfivetimes,sada1242,moĩ oke pəččis dʰɑũ bulɑ hõ,,,I called him twenty five times.,,,
wagd1238-icalledhimtwentyfivetimes,wagd1238,mu ene pəsi ʋəkʰət fon kərjo,,,I called him twenty five times.,,,
west2380-icalledhimtwentyfivetimes,west2380,həm okrɑ pəččis bɑr pʰon kəilijəu,,,I called him twenty five times.,,,
sans1269-icalledhimtwentyfivetimes,sans1269,əhəm təm pə̃nčʋĩnʃətiʋɑrəm ɑhutʋɑn,,,I called him twenty five times.,,,
panc1246-icalledhimtwentyfivetimes,panc1246,moj̃ uke pəccis bɑr ɖɑkɑlo,,,I called him twenty five times.,,,
sylh1242-icalledhimtwentyfivetimes,sylh1242,ɑmi t̪ɑre fociʃ bɑr fon korsi,,,I called him twenty five times.,,,
urdu1245-icalledhimtwentyfivetimes,urdu1245,mɛne use pətʃis dəfɑ bulɑjɑ,,,I called him twenty five times.,,,
halb1244-icalledhimtwentyfivetimes,halb1244,mə̃j hunke pəččis/ek koɽi pɑ̃č hɑr bʰeʈu rəle,,,I called him twenty five times.,,,
maga1260-icalledhimtwentyfivetimes,maga1260,həme okrɑ pəccis bɑir ɖɑklije,,,I called him twenty five times.,,,
rajb1243-icalledhimtwentyfivetimes,rajb1243,mui uʋɑk poččis bɑr ɖɑkɑ čuŋ,,,I called him twenty five times.,,,
kull1236-icalledhimtwentyfivetimes,kull1236,mɛ sɔ pəčči ɡʰere ʃɑdu,,,I called him twenty five times.,,,
dogr1250-icalledherfifteentimes,dogr1250,mɛ ussi pəndrɑ bɑri səddi/bulɑi čukɛ de,,,I called her fifteen times.,,,
garh1243-icalledherfifteentimes,garh1243,mil ʋetʰei pəndrɑ bɑr bulɑjɑ,,,I called her fifteen times.,,,
kuma1273-icalledherfifteentimes,kuma1273,mɛl uɡe pəndrɑ bɑr bulɑ,,,I called her fifteen times.,,,
gadd1242-icalledherfifteentimes,gadd1242,me tese pəndrɑ ʋɑri šəduɑ,,,I called her fifteen times.,,,
goan1235-icalledherfifteentimes,goan1235,hɑvɛ̃ t̪ɑkɑ pə̃d̪rɑ fɑvtɪ̃ ɑpəjllɔ,,,I called her fifteen times.,,,
nepa1254-icalledherfifteentimes,nepa1254,mɛle uhɑlɑi pəndrɑ čoʈi bulɑje,,,I called her fifteen times.,,,
kudm1238-icalledherfifteentimes,kudm1238,mə̃ əke mɑčɑrə̃ dʰɑũ ɖɑklẽj,,,I called her fifteen times.,,,
beng1280-icalledherfifteentimes,beng1280,ɑ:mɪ oke ponerǒ bɑ:r ɖɑkləm,,,I called her fifteen times.,,,
assa1263-icalledherfifteentimes,assa1263,moɪ tɑ:k pʊndʰɒrɒ bɑ:r mɑtɪsʊ,,,I called her fifteen times.,,,
marw1260-icalledherfifteentimes,marw1260,mhu bɪnɛ pəndrɑ bɑ:r helo,,,I called her fifteen times.,,,
panj1256-icalledherfifteentimes,panj1256,mɛ̃ usnu pənd̪rɑ̃ ʋɑrɪ bulɑjɑ,,,I called her fifteen times.,,,
adiv1239-icalledherfifteentimes,adiv1239,mu t̪ɑku pənd̪ərə t̪ʰəre pɑɪ ɖɑkilɪ,,,I called her fifteen times.,,,
kash1277-icalledherfifteentimes,kash1277,mje kor t̪emɪs pənd̪əhlɑɪʈje əllɑu,,,I called her fifteen times.,,,
mara1378-icalledherfifteentimes,mara1378,mɪ t̪ɪlɑ pənd̪rɑ ʋəɖəs buləʊle,,,I called her fifteen times.,,,
guja1252-icalledherfifteentimes,guja1252,mɛ t̪ɛne pənd̪ər ʋɑr boɭɑʋjo,,,I called her fifteen times.,,,
sind1272-icalledherfifteentimes,sind1272,ɑu unkʰɑ pənd̪rəh d̪əfɑ səɖɖ kəjo,,,I called her fifteen times.,,,
paha1251-icalledherfifteentimes,paha1251,me ussi pəndrɑ ʋɑri bulɑjɑ,,,I called her fifteen times.,,,
sada1242-icalledherfifteentimes,sada1242,moĩ oke pəndrɑ dʰɑũ bulɑ hõ,,,I called her fifteen times.,,,
wagd1238-icalledherfifteentimes,wagd1238,mu ene pəndrɑ ʋəkʰət fon kərjo,,,I called her fifteen times.,,,
west2380-icalledherfifteentimes,west2380,həm okrɑ pəndrɑ bɑr pʰon kəilijəu,,,I called her fifteen times.,,,
sans1269-icalledherfifteentimes,sans1269,əhəm tɑm pə̃nčdəʃʋɑrəm ɑhutʋɑn,,,I called her fifteen times.,,,
panc1246-icalledherfifteentimes,panc1246,moj̃ uke pəndro bɑr ɖɑkɑlo,,,I called her fifteen times.,,,
sylh1242-icalledherfifteentimes,sylh1242,ɑmi t̪ɑire fonro bɑr fon korsi,,,I called her fifteen times.,,,
urdu1245-icalledherfifteentimes,urdu1245,mɛne use pəndʰrɑ̃ dəfɑ bulɑjɑ,,,I called her fifteen times.,,,
halb1244-icalledherfifteentimes,halb1244,mə̃j hunke pəndrɑ hɑr bʰeʈu rəle,,,I called her fifteen times.,,,
maga1260-icalledherfifteentimes,maga1260,həme okrɑ pəndrɑ bɑir ɖɑklije,,,I called her fifteen times.,,,
rajb1243-icalledherfifteentimes,rajb1243,mui uʋɑk ponoro bɑr ɖɑkɑ čuŋ,,,I called her fifteen times.,,,
kull1236-icalledherfifteentimes,kull1236,mɛ sɔ pəndrɑ ɡʰere ʃɑdu,,,I called her fifteen times.,,,
dogr1250-thereisonlyonechild,dogr1250,ittʰe bəs ekko bəččɑ ɛ,,,There is only one child.,,,
garh1243-thereisonlyonechild,garh1243,jəkʰ keʋəl/sirf ek bəččɑ čə,,,There is only one child.,,,
kuma1273-thereisonlyonechild,kuma1273,ijɑ sirf ek nɑn čʰu,,,There is only one child.,,,
gadd1242-thereisonlyonechild,gadd1242,iʈʰi sirf/čʰəɽe ək čʰokro,,,There is only one child.,,,
goan1235-thereisonlyonechild,goan1235,fəkət̪ ekut͡s bʰurəɡɛ̃ ɑsɑ,,,There is only one child.,,,
nepa1254-thereisonlyonechild,nepa1254,tejɑ̃ keʋəl eoʈɑ mɑtrəi bəccɑ čʰə,,,There is only one child.,,,
kudm1238-thereisonlyonechild,kudm1238,hĩɑ kʰɑli ənɑʈɑ čʰuɑ ɑhe,,,There is only one child.,,,
beng1280-thereisonlyonechild,beng1280,kebol mɑtro ɛk-ʈɑ bɑččɑ ɑčʰe,,,There is only one child.,,,
assa1263-thereisonlyonechild,assa1263,tɑte kʰɑli eʈɑ bɑtʃɑ ɑse,,,There is only one child.,,,
marw1260-thereisonlyonechild,marw1260,bəʈʰə bəs ek ʈɑbbər i ɛ,,,There is only one child.,,,
panj1256-thereisonlyonechild,panj1256,otʰe bəs ek hi bəccɑ ɛ,,,There is only one child.,,,
adiv1239-thereisonlyonechild,adiv1239,həne ɡuʈɛ čʰuʋɑ əčʰe,,,There is only one child.,,,
kash1277-thereisonlyonechild,kash1277,tət čʰɘ əkoi/əkke bəčč,,,There is only one child.,,,
mara1378-thereisonlyonechild,mara1378,titʰe ekəts mul ahe,,,There is only one child.,,,
guja1252-thereisonlyonechild,guja1252,tjɑ ekəǰ bɑɭək čʰe,,,There is only one child.,,,
sind1272-thereisonlyonechild,sind1272,hutte ruɡo ik-ɽo bɑr ɑjə,,,There is only one child.,,,
paha1251-thereisonlyonechild,paha1251,utʰe sirf ek bəččɑ ɛ,,,There is only one child.,,,
sada1242-thereisonlyonechild,sada1242,hĩjɑ sirif eɡo čʰəuʋɑ həj,,,There is only one child.,,,
wagd1238-thereisonlyonechild,wagd1238,ije sirəf ek soru hɛ,,,There is only one child.,,,
west2380-thereisonlyonechild,west2380,huɑ̃ keʋəl eɡo ləikɑ həi,,,There is only one child.,,,
sans1269-thereisonlyonechild,sans1269,tətr keʋləh ekəh bɑləh əsti,,,There is only one child.,,,
panc1246-thereisonlyonechild,panc1246,hiɑ̃ əbɡɑ ekʈɑ čʰuɑ ɑhe,,,There is only one child.,,,
sylh1242-thereisonlyonechild,sylh1242,mɑtro æxʈɑ sele ɑse,,,There is only one child.,,,
urdu1245-thereisonlyonechild,urdu1245,ʋəhɑ̃ sirf ɑek bətʃɑh hɛ,,,There is only one child.,,,
halb1244-thereisonlyonechild,halb1244,etʰɑ ɡoʈki pilɑ ɑse,,,There is only one child.,,,
maga1260-thereisonlyonechild,maga1260,hiɑ̃ sirf ekke ɡo bəččɑ həi,,,There is only one child.,,,
rajb1243-thereisonlyonechild,rajb1243,oʈɛ kɛbol ɛk-ʈɑ ʃisu,,,There is only one child.,,,
kull1236-thereisonlyonechild,kull1236,ɔkʰe tɑ bəs ek-kɛ bʰɑu/bʰĩɖ sɑ,,,There is only one child.,,,
dogr1250-heateonlyfourmangoes,dogr1250,unne bəs čɑr əmb kʰɑdde,,,He ate only four mangoes,,,
garh1243-heateonlyfourmangoes,garh1243,ʋel keʋəl/sirf čɑr ɑm kʰi,,,He ate only four mangoes,,,
kuma1273-heateonlyfourmangoes,kuma1273,u sirf čɑr ɑ:m kʰɛ rɔ,,,He ate only four mangoes,,,
gadd1242-heateonlyfourmangoes,gadd1242,tini čʰəɽe čɑr əmb kʰɑe,,,He ate only four mangoes,,,
goan1235-heateonlyfourmangoes,goan1235,t̪ɑɳɛ̃ fəkət̪ cɑr ɑ̃bɛ kʰɑllɛ,,,He ate only four mangoes,,,
nepa1254-heateonlyfourmangoes,nepa1254,ulləi keʋɑl tʃɑroʈɑ ɑp mɑtrəi kʰɑjo,,,He ate only four mangoes,,,
kudm1238-heateonlyfourmangoes,kudm1238,əə̃ kʰɑli čɑrɑ ʈɑ ɑ:m nuɽle ɑhe,,,He ate only four mangoes,,,
beng1280-heateonlyfourmangoes,beng1280,o kʰɑli čɑr-ʈe ɑ:m kʰeječʰe,,,He ate only four mangoes,,,
assa1263-heateonlyfourmangoes,assa1263,hi kʰɑli šɑriʈɑi ɑ:m kʰɑle,,,He ate only four mangoes,,,
marw1260-heateonlyfourmangoes,marw1260,bo kʰɑli čɑr ɑ:m kʰɑjɑ,,,He ate only four mangoes,,,
panj1256-heateonlyfourmangoes,panj1256,one čɑr hi əmb kʰɑde,,,He ate only four mangoes,,,
adiv1239-heateonlyfourmangoes,adiv1239,se čɑr-ʈɑ ɑ:m kʰɑjelɑ,,,He ate only four mangoes,,,
kash1277-heateonlyfourmangoes,kash1277,em kʰe sirf tʃuʋər/tʃor ɑ:m,,,He ate only four mangoes,,,
mara1378-heateonlyfourmangoes,mara1378,tyane fəktə tʃar ambe kʰalle,,,He ate only four mangoes,,,
guja1252-heateonlyfourmangoes,guja1252,teɳe fəft čɑr kɛri kʰɑdi,,,He ate only four mangoes,,,
sind1272-heateonlyfourmangoes,sind1272,hun ruɡo cɑr əmb kʰɑdɑ,,,He ate only four mangoes,,,
paha1251-heateonlyfourmangoes,paha1251,us kʰɑli čɑr əmm kʰɑde,,,He ate only four mangoes,,,
sada1242-heateonlyfourmangoes,sada1242,u: sirif čɑirɡo ɑ:m kʰɑlək,,,He ate only four mangoes,,,
wagd1238-heateonlyfourmangoes,wagd1238,ene sirəf ʃɑr kerije kʰɑdi,,,He ate only four mangoes,,,
west2380-heateonlyfourmangoes,west2380,u kʰɑli čɑr ɡo ɑ:m kʰələi,,,He ate only four mangoes,,,
sans1269-heateonlyfourmangoes,sans1269,səh keʋləm čətʋɑri ɑmrəpʰəlɑni kʰɑditʋɑn,,,He ate only four mangoes,,,
panc1246-heateonlyfourmangoes,panc1246,u əbɡɑ tʃɑirʈɑ ɑm kʰɑlo,,,He ate only four mangoes,,,
sylh1242-heateonlyfourmangoes,sylh1242,he mɑtro sɑiʈʈɑ ɑm xɑise,,,He ate only four mangoes,,,
urdu1245-heateonlyfourmangoes,urdu1245,usne sirf tʃɑr ɑm kʰɑe,,,He ate only four mangoes,,,
halb1244-heateonlyfourmangoes,halb1244,hun čɑreč ʈʰən ɑmɑ kʰɑdlo,,,He ate only four mangoes,,,
maga1260-heateonlyfourmangoes,maga1260,u sirf čɑir ɡo ɑm kʰɑe,,,He ate only four mangoes,,,
rajb1243-heateonlyfourmangoes,rajb1243,umɑj kʰɑl čɑir-ʈe ɑ:m kʰɑi če,,,He ate only four mangoes,,,
kull1236-heateonlyfourmangoes,kull1236,tɛie-tɑ bəs tʃɑr-ɛ ɑ:m kʰɑe,,,He ate only four mangoes,,,
dogr1250-approximately20kilosofriceareinthesack,dogr1250,ləɡbəɡ bi kilo čoɭ boriččə pɛ dene ɛ,,,Approximately 20 kilos of rice are in the sack.,,,
garh1243-approximately20kilosofriceareinthesack,garh1243,ləɡbəɡə bis kil bərɑbər čɑul bore me (rəkʰijɑ) čʰe,,,Approximately 20 kilos of rice are in the sack.,,,
kuma1273-approximately20kilosofriceareinthesack,kuma1273,ləɡbʰəɡ bis kilo čɑur bori me čʰe,,,Approximately 20 kilos of rice are in the sack.,,,
gadd1242-approximately20kilosofriceareinthesack,gadd1242,bori mənǰ ləɡbəɡ bi kilo čoɭnə,,,Approximately 20 kilos of rice are in the sack.,,,
goan1235-approximately20kilosofriceareinthesack,goan1235,sɑkɑ̃t̪ sumɑr 20 kɪlo t̪ɑ̃d̪uɭ ɑsɑt̪,,,Approximately 20 kilos of rice are in the sack.,,,
nepa1254-approximately20kilosofriceareinthesack,nepa1254,ǰʰənɖəi bis kilo cɑʋəl bori mə čʰə,,,Approximately 20 kilos of rice are in the sack.,,,
kudm1238-approximately20kilosofriceareinthesack,kudm1238,bərɑj̃ ɡəʈɑɡəʈi ek kʰə̃ɽi čɑur ɑheik,,,Approximately 20 kilos of rice are in the sack.,,,
beng1280-approximately20kilosofriceareinthesack,beng1280,moʈɑmoʈɪ kurɪ kɪlo čɑ:l eɪ bɔstae ɑ:čʰe,,,Approximately 20 kilos of rice are in the sack.,,,
assa1263-approximately20kilosofriceareinthesack,assa1263,mɒtɑ:motɪ bɪs kɪlo sɑ:ʊl monɑkʰɒnɒt ɑsɛ,,,Approximately 20 kilos of rice are in the sack.,,,
marw1260-approximately20kilosofriceareinthesack,marw1260,koɪ bɪsek kɪlo čɑvəl mɑjɑ pəɽəjɑ hɛ,,,Approximately 20 kilos of rice are in the sack.,,,
panj1256-approximately20kilosofriceareinthesack,panj1256,ləɡbəɡ ʋɪ kɪlo čɔɭ bore ʋɪčč hən,,,Approximately 20 kilos of rice are in the sack.,,,
adiv1239-approximately20kilosofriceareinthesack,adiv1239,pɑkʰɑ pɑkʰɪ kuɽɪe kɪlo čɑuɭə borɑ re əčʰɪ,,,Approximately 20 kilos of rice are in the sack.,,,
kash1277-approximately20kilosofriceareinthesack,kash1277,ləɡbəɡ čʰɪjə ʋuh kɪlo t̪omul bohrijə mə̃ǰ,,,Approximately 20 kilos of rice are in the sack.,,,
mara1378-approximately20kilosofriceareinthesack,mara1378,ənd̪ɑže ʋɪs kɪlo t̪ɑnd̪uɽ pot̪jɑ t̪ɑ hɛ,,,Approximately 20 kilos of rice are in the sack.,,,
guja1252-approximately20kilosofriceareinthesack,guja1252,ɑ: koʈʰrɪ mɑ leɡbʰəɡ ʋɪs kɪlo čokʰɑ,,,Approximately 20 kilos of rice are in the sack.,,,
sind1272-approximately20kilosofriceareinthesack,sind1272,ɪn poʈələ me ɡəɳo kəre ʋɪjə kɪro cɑʋər ən,,,Approximately 20 kilos of rice are in the sack.,,,
paha1251-approximately20kilosofriceareinthesack,paha1251,təkribən bi kilo čɑʋəl toɽe ʋič en,,,Approximately 20 kilos of rice are in the sack.,,,
sada1242-approximately20kilosofriceareinthesack,sada1242,moʈɑmoʈi bis kilo čɑur borɑ me həj,,,Approximately 20 kilos of rice are in the sack.,,,
wagd1238-approximately20kilosofriceareinthesack,wagd1238,ləɡbʰəɡ ʋis kilo sokɑ bori me hɛ,,,Approximately 20 kilos of rice are in the sack.,,,
west2380-approximately20kilosofriceareinthesack,west2380,lemsəm bis kilo čɑur bori me həu,,,Approximately 20 kilos of rice are in the sack.,,,
sans1269-approximately20kilosofriceareinthesack,sans1269,prɑjəh ʋĩnʃəti kilo tənɖuləm təsmən sjute əsti,,,Approximately 20 kilos of rice are in the sack.,,,
panc1246-approximately20kilosofriceareinthesack,panc1246,moʈɑmoʈi bis kilo cɑur borɑ mɑhɑn ɑhe,,,Approximately 20 kilos of rice are in the sack.,,,
sylh1242-approximately20kilosofriceareinthesack,sylh1242,bɔst̪ɑt̪ muʈɑmuʈi biʃ kilo sɑul ɑse,,,Approximately 20 kilos of rice are in the sack.,,,
urdu1245-approximately20kilosofriceareinthesack,urdu1245,thɛle me təkribən bis kilo tʃɑʋəl hɛ̃,,,Approximately 20 kilos of rice are in the sack.,,,
halb1244-approximately20kilosofriceareinthesack,halb1244,bis kilo əsən čɑur borɑ ne ɑse,,,Approximately 20 kilos of rice are in the sack.,,,
maga1260-approximately20kilosofriceareinthesack,maga1260,moʈɑmoʈi bis kilo čɑur borɑẽ ɑho,,,Approximately 20 kilos of rice are in the sack.,,,
dogr1250-approximately50ofstudentsareattendingtheworkshop,dogr1250,ləɡbəɡ pəjɑ̃ pərsenʈ bəčče di ɑ̃zri ɛ ʋərkʃɔpəččə,,,Approximately 50% of students are attending the workshop.,,,
garh1243-approximately50ofstudentsareattendingtheworkshop,garh1243,ləɡbəɡə 50% ǰo čʰɑtrɑ če ʋo prətijoɡitɑ me bʰɑ leɳɑ če,,,Approximately 50% of students are attending the workshop.,,,
gadd1242-approximately50ofstudentsareattendingtheworkshop,gadd1242,ləɡbəɡ pejɑ̃ pərsenʈ čʰokro ʋərksɔp əʈend kəru kərde,,,Approximately 50% of students are attending the workshop.,,,
goan1235-approximately50ofstudentsareattendingtheworkshop,goan1235,sumɑr 50% vɪd̪jɑrt̪ɪ hjɑ kɑrjʃɑɭẽt̪ upst̪ɪt̪ ɑsɑt̪,,,Approximately 50% of students are attending the workshop.,,,
nepa1254-approximately50ofstudentsareattendingtheworkshop,nepa1254,ǰʰənɖəi pəcɑs pərtisət ʋidjɑrtʰi əru ʋərkʃɔp mə bʰɑɡ li rəhi kɑčʰən,,,Approximately 50% of students are attending the workshop.,,,
kudm1238-approximately50ofstudentsareattendingtheworkshop,kudm1238,ɡəʈɑɡəʈi mɑčen pirtisət čəuɑ ʋərksɔpe ɑ:hɑt,,,Approximately 50% of students are attending the workshop.,,,
beng1280-approximately50ofstudentsareattendingtheworkshop,beng1280,moʈɑmoʈɪ pɔ̃nčɑ:š šɔt̪ɑŋšo čʰɑt̪ro-čʰɑt̪rɪ rɑ eɪ wɔrkšɔpe dʒɑččʰe,,,Approximately 50% of students are attending the workshop.,,,
assa1263-approximately50ofstudentsareattendingtheworkshop,assa1263,mɒtɑ:motɪ pɒnsɑsɟdʒɒn sɑ:trɒ sɑ:trɪɑ kɒrmɒhɑlɑ kʰɒnɒt upɒst̪ʰɪt̪ ɑsɛ,,,Approximately 50% of students are attending the workshop.,,,
marw1260-approximately50ofstudentsareattendingtheworkshop,marw1260,koɪ pɑččɑ:s pərtɪʃət ʈɑbər ɪ: wərksɔp mɛ ǰɑvɛ,,,Approximately 50% of students are attending the workshop.,,,
panj1256-approximately50ofstudentsareattendingtheworkshop,panj1256,ləɡbəɡ pənǰɑ prət̪ɪsət̪ ʋɪd̪jɑrt̪ʰɪ wərksɔp ləɡɑ rəhe hən,,,Approximately 50% of students are attending the workshop.,,,
adiv1239-approximately50ofstudentsareattendingtheworkshop,adiv1239,pakʰɑ pɑkʰɪ pəčɑs prət̪ɪsət̪ čʰɑt̪rɑ čʰɑt̪rɪ ʋərksɔpe upəst̪ɪt̪ʰə heʊčʰənt̪ɪ,,,Approximately 50% of students are attending the workshop.,,,
kash1277-approximately50ofstudentsareattendingtheworkshop,kash1277,ləɡbəɡ pəntʃə fɪsəd̪ t̪ɑ:lbɪeləm kərən ʃəmulɪət̪ kɑrkʰɑn nəs,,,Approximately 50% of students are attending the workshop.,,,
mara1378-approximately50ofstudentsareattendingtheworkshop,mara1378,ənd̪ɑže pənd̪əs ʈekke ʋɪd̪jɑrt̪ʰɪ kɑrjɑsɑɭɑ məd̪ʰjɑ ɑhe,,,Approximately 50% of students are attending the workshop.,,,
guja1252-approximately50ofstudentsareattendingtheworkshop,guja1252,ləɡbʰəɡ pəčɑs təkɑ ʋɪd̪jɑrt̪ʰijo wərksɔp bʰɑrɪ rəjɑ čʰe,,,Approximately 50% of students are attending the workshop.,,,
sind1272-approximately50ofstudentsareattendingtheworkshop,sind1272,ɡəɳo kəre pənǰɑ prət̪ɪsət̪ bɑr kɑrjɑsɑlɑ me əčən pjɑ,,,Approximately 50% of students are attending the workshop.,,,
paha1251-approximately50ofstudentsareattendingtheworkshop,paha1251,təkribən pənǰɑ persenʈ bəččɑ kəmm kərnič hɑdʒir ɛ,,,Approximately 50% of students are attending the workshop.,,,
sada1242-approximately50ofstudentsareattendingtheworkshop,sada1242,moʈɑmoʈi pəčɑs prətisət čʰɑtrə mən kɑrjəsɑlɑ me hissɑ leʋət həj,,,Approximately 50% of students are attending the workshop.,,,
wagd1238-approximately50ofstudentsareattendingtheworkshop,wagd1238,ləɡbʰəɡ pəsɑ prətisət ʃorɑ ʋərkʃɔp me hissɑ lɛrije,,,Approximately 50% of students are attending the workshop.,,,
west2380-approximately50ofstudentsareattendingtheworkshop,west2380,ləmsəm pəčɑs pərtisət ləikɑ/čʰɔrɑ/bəččɑ səb kɑrjəsɑlɑ me bʰɑɡ le rəhəl həu,,,Approximately 50% of students are attending the workshop.,,,
sans1269-approximately50ofstudentsareattendingtheworkshop,sans1269,prɑjəh pə̃nčɑʃət prətiʃət čʰɑtrɑh tɑm kɑrjəʃɑlɑm upstʰɑsjənti,,,Approximately 50% of students are attending the workshop.,,,
panc1246-approximately50ofstudentsareattendingtheworkshop,panc1246,moʈɑmoʈi pəcɑs prətisət pəɖʰuɑ čʰəuɑ ʋərkʃɔp məhɑn bʰɑɡ letəhə̃j,,,Approximately 50% of students are attending the workshop.,,,
sylh1242-approximately50ofstudentsareattendingtheworkshop,sylh1242,muʈɑmuʈi fɔncɑʃ ʃɔt̪ɑŋʃo sɑt̪rorɑ workshop attend xɔrer,,,Approximately 50% of students are attending the workshop.,,,
urdu1245-approximately50ofstudentsareattendingtheworkshop,urdu1245,təkribən pɑtʃɑs fisəd ʃɑɡird ʋərkʃop me hissɑ le rahɛe hɛ̃,,,Approximately 50% of students are attending the workshop.,,,
halb1244-approximately50ofstudentsareattendingtheworkshop,halb1244,pəčɑs pərtisət əsən pilɑ mən kɑrjəsɑlɑ me bʰɑɡ dʰərsot,,,Approximately 50% of students are attending the workshop.,,,
maga1260-approximately50ofstudentsareattendingtheworkshop,maga1260,moʈɑmoʈi pəcɑs pərtisət skulijɑ čʰəuɑ ʋərʃɔpe hissɑ le rəhəl hət,,,Approximately 50% of students are attending the workshop.,,,
dogr1250-approximatelyfifteenkilosofriceareinthesack,dogr1250,ləɡbəɡ pəndrɑ kilo čoɭ boriččə pɛ dene ɛ,,,Approximately fifteen kilos of rice are in the sack.,,,
garh1243-approximatelyfifteenkilosofriceareinthesack,garh1243,ləɡbəɡə pəndrɑ kil bərɑbər čɑul bore me (rəkʰijɑ) čʰe,,,Approximately fifteen kilos of rice are in the sack.,,,
kuma1273-approximatelyfifteenkilosofriceareinthesack,kuma1273,ləɡbʰəɡ pəndrɑ kilo čɑur bori me čʰe,,,Approximately fifteen kilos of rice are in the sack.,,,
gadd1242-approximatelyfifteenkilosofriceareinthesack,gadd1242,bori mənǰ ləɡbəɡ pəndrɑ kilo čoɭnə,,,Approximately fifteen kilos of rice are in the sack.,,,
goan1235-approximatelyfifteenkilosofriceareinthesack,goan1235,sɑkɑ̃t̪ sumɑr pə̃d̪rɑ kɪlo t̪ɑ̃d̪uɭ ɑsɑt̪,,,Approximately fifteen kilos of rice are in the sack.,,,
nepa1254-approximatelyfifteenkilosofriceareinthesack,nepa1254,ǰʰənɖəi pəndrɑ kilo cɑʋəl bori mə čʰə,,,Approximately fifteen kilos of rice are in the sack.,,,
kudm1238-approximatelyfifteenkilosofriceareinthesack,kudm1238,ɡəʈɑɡəʈi mɑčɑrə kilə čɑur bərɑj̃ ɑheik,,,Approximately fifteen kilos of rice are in the sack.,,,
beng1280-approximatelyfifteenkilosofriceareinthesack,beng1280,moʈɑmoʈɪ ponero kɪlo čɑ:l eɪ bɔstae ɑ:čʰe,,,Approximately fifteen kilos of rice are in the sack.,,,
assa1263-approximatelyfifteenkilosofriceareinthesack,assa1263,mɒtɑ:motɪ pʊndʰɒrɒ kɪlo sɑʊl monɑkʰɒnot ɑsɛ,,,Approximately fifteen kilos of rice are in the sack.,,,
marw1260-approximatelyfifteenkilosofriceareinthesack,marw1260,koɪ pəndrɑ kɪlo čɑvəl mɑjɑ pəɽəjɑ hɛ,,,Approximately fifteen kilos of rice are in the sack.,,,
panj1256-approximatelyfifteenkilosofriceareinthesack,panj1256,ləɡbəɡ pənd̪rɑ kɪlo čɔɭ bore ʋɪčč hən,,,Approximately fifteen kilos of rice are in the sack.,,,
adiv1239-approximatelyfifteenkilosofriceareinthesack,adiv1239,pɑkʰɑ pɑkʰɪ pənd̪ərə kɪlo čɑuɭə borɑ re əčʰɪ,,,Approximately fifteen kilos of rice are in the sack.,,,
kash1277-approximatelyfifteenkilosofriceareinthesack,kash1277,ləɡbəɡ čʰɪjə pənd̪əh kɪlo t̪omul bohrɪjə mə̃ǰ,,,Approximately fifteen kilos of rice are in the sack.,,,
mara1378-approximatelyfifteenkilosofriceareinthesack,mara1378,ənd̪ɑže pənd̪rɑ kɪlo t̪ɑnd̪uɽ pot̪jɑ t̪ɑ hɛ,,,Approximately fifteen kilos of rice are in the sack.,,,
